VoterId,ElectionDate,ElectionDescription,VotingMethod
3755657,11/04/2008,11/04/2008 - STATE GENERAL,P
3755657,11/02/2004,11/02/2004 - STATE GENERAL,P
3755657,11/08/2016,11/08/2016 - STATE GENERAL,P
3824118,11/02/2004,11/02/2004 - STATE GENERAL,P
3824118,11/07/2006,11/07/2006 - STATE GENERAL,P
3824118,11/04/2008,11/04/2008 - STATE GENERAL,P
3824118,11/02/2010,11/02/2010 - STATE GENERAL,P
3824118,08/14/2012,08/14/2012 - STATE PRIMARY,P
3824118,11/06/2012,11/06/2012 - STATE GENERAL,P
3824118,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 518 - WORTHINGTON,P
3824118,11/04/2014,11/04/2014 - STATE GENERAL,P
3824118,11/08/2016,11/08/2016 - STATE GENERAL,P
3824118,02/13/2018,02/13/2018 - SD SPEC ELECT ISD 518 - WORTHINGTON,P
3757536,11/02/2004,11/02/2004 - STATE GENERAL,P
3757536,11/07/2006,11/07/2006 - STATE GENERAL,P
3757536,09/09/2008,09/09/2008 - STATE PRIMARY,P
3757536,11/04/2008,11/04/2008 - STATE GENERAL,P
3757536,08/10/2010,08/10/2010 - STATE PRIMARY,P
3757536,11/02/2010,11/02/2010 - STATE GENERAL,P
3757536,11/06/2012,11/06/2012 - STATE GENERAL,P
3757536,11/04/2014,11/04/2014 - STATE GENERAL,P
3757536,11/08/2016,11/08/2016 - STATE GENERAL,P
3372222,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
3825813,11/02/2004,11/02/2004 - STATE GENERAL,P
3825813,11/04/2008,11/04/2008 - STATE GENERAL,P
3825813,11/06/2012,11/06/2012 - STATE GENERAL,P
3825813,11/04/2014,11/04/2014 - STATE GENERAL,P
3825813,11/08/2016,11/08/2016 - STATE GENERAL,P
3372222,11/02/2004,11/02/2004 - STATE GENERAL,P
3372222,11/07/2006,11/07/2006 - STATE GENERAL,P
3372222,11/04/2008,11/04/2008 - STATE GENERAL,P
3372222,11/02/2010,11/02/2010 - STATE GENERAL,P
3372222,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
3372222,08/14/2012,08/14/2012 - STATE PRIMARY,P
3372222,11/06/2012,11/06/2012 - STATE GENERAL,P
3372222,08/12/2014,08/12/2014 - STATE PRIMARY,P
3372222,11/04/2014,11/04/2014 - STATE GENERAL,P
3372222,03/10/2015,03/10/2015 - SD SPEC ELECT ISD 508 - ST PETER,P
3372222,08/09/2016,08/09/2016 - STATE PRIMARY,P
3372222,11/08/2016,11/08/2016 - STATE GENERAL,P
3635064,11/05/1996,STATE GENERAL,P
3635064,11/06/2007,11/06/2007 - MUNICIPAL GENERAL,P
3635064,11/02/2010,11/02/2010 - STATE GENERAL,P
3635064,11/04/2008,11/04/2008 - STATE GENERAL,P
3635064,11/07/2006,11/07/2006 - STATE GENERAL,P
3635064,11/02/2004,11/02/2004 - STATE GENERAL,P
3635064,11/03/2009,11/03/2009 - MUNICIPAL GENERAL,P
3635064,11/03/1998,STATE GENERAL,P
3635064,11/04/2003,11/04/2003 GENERAL ELECTION,P
3635064,11/07/2000,STATE GENERAL,P
3635064,11/08/2016,11/08/2016 - STATE GENERAL,P
3373783,11/02/2004,11/02/2004 - STATE GENERAL,P
3373783,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
3373783,11/07/2006,11/07/2006 - STATE GENERAL,P
3373783,09/25/2007,09/25/2007 - SD SPEC ELECT ISD 0535 - ROCHESTER,P
3373783,11/04/2008,11/04/2008 - STATE GENERAL,P
3373783,08/10/2010,08/10/2010 - STATE PRIMARY,P
3373783,11/02/2010,11/02/2010 - STATE GENERAL,P
3373783,11/06/2012,11/06/2012 - STATE GENERAL,P
3373783,11/04/2014,11/04/2014 - STATE GENERAL,P
3373783,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 535 - ROCHESTER,P
3373783,11/08/2016,11/08/2016 - STATE GENERAL,P
3829380,11/02/2004,11/02/2004 - STATE GENERAL,P
3829380,11/07/2006,11/07/2006 - STATE GENERAL,P
3829380,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
3829380,11/04/2008,11/04/2008 - STATE GENERAL,P
3829380,11/06/2012,11/06/2012 - STATE GENERAL,P
3829380,11/04/2014,11/04/2014 - STATE GENERAL,P
3829380,08/09/2016,08/09/2016 - STATE PRIMARY,P
3829380,11/08/2016,11/08/2016 - STATE GENERAL,P
3375123,11/02/2004,11/02/2004 - STATE GENERAL,P
3375123,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
3375123,11/07/2006,11/07/2006 - STATE GENERAL,P
3375123,11/04/2008,11/04/2008 - STATE GENERAL,P
3375123,11/02/2010,11/02/2010 - STATE GENERAL,P
3375123,06/28/2011,06/28/2011 - SD SPEC ELECT ISD 392 - LE CENTER,P
3375123,11/06/2012,11/06/2012 - STATE GENERAL,P
3375123,11/04/2014,11/04/2014 - STATE GENERAL,P
3375123,11/08/2016,11/08/2016 - STATE GENERAL,P
3771950,11/02/2004,11/02/2004 - STATE GENERAL,P
3771950,11/07/2006,11/07/2006 - STATE GENERAL,P
3771950,11/04/2008,11/04/2008 - STATE GENERAL,P
3771950,11/02/2010,11/02/2010 - STATE GENERAL,P
3771950,11/08/2011,11/08/2011 - MUNICIPAL GENERAL,P
3771950,11/06/2012,11/06/2012 - STATE GENERAL,P
3771950,11/04/2014,11/04/2014 - STATE GENERAL,P
3771950,03/10/2015,03/10/2015 - SD SPEC ELECT ISD 508 - ST PETER,P
3771950,11/03/2015,11/03/2015 - MUNICIPAL GENERAL,P
3771950,11/08/2016,11/08/2016 - STATE GENERAL,P
3778860,11/02/2004,11/02/2004 - STATE GENERAL,P
3778860,11/06/2012,11/06/2012 - STATE GENERAL,P
3778860,11/08/2016,11/08/2016 - STATE GENERAL,P
3835751,11/02/2004,11/02/2004 - STATE GENERAL,P
3835751,11/04/2008,11/04/2008 - STATE GENERAL,P
3835751,11/02/2010,11/02/2010 - STATE GENERAL,P
3835751,11/06/2012,11/06/2012 - STATE GENERAL,P
3835751,11/04/2014,11/04/2014 - STATE GENERAL,P
3835751,11/08/2016,11/08/2016 - STATE GENERAL,P
2838042,11/06/2001,11/6/01 ISD & CITY OF OWATONNA ELECTION,P
2838042,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2838042,09/12/2000,STATE PRIMARY ELECTION,P
2838042,11/07/2000,STATE GENERAL,P
2838042,09/15/1998,STATE PRIMARY ELECTION,P
2838042,11/03/1998,STATE GENERAL,P
2838042,11/04/1997,MUNICIPAL GENERAL,P
2838042,09/10/1996,STATE PRIMARY ELECTION,P
2838042,11/05/1996,STATE GENERAL,P
2838042,11/07/1995,SCHOOL BOARD ELECTION,P
2838042,12/31/1995,SPECIAL ELECTION,P
2838042,11/08/1994,STATE GENERAL,P
2838042,11/02/1993,SCHOOL BOARD ELECTION,P
2838042,11/02/2004,11/02/2004 - STATE GENERAL,P
2838042,11/04/2003,11/04/2003 GENERAL ELECTION,P
2838042,11/07/2006,11/07/2006 - STATE GENERAL,P
2838042,11/06/2007,11/06/2007 - MUNICIPAL GENERAL,P
2838042,05/21/2008,05/21/2008 - SD SPEC ELECT ISD 761 - OWATONNA,P
2838042,09/09/2008,09/09/2008 - STATE PRIMARY,P
2838042,11/04/2008,11/04/2008 - STATE GENERAL,P
2838042,11/03/2009,11/03/2009 - MUNICIPAL GENERAL,P
2838042,01/26/2010,01/26/2010 - SPEC ELECT SEN DIST 26,P
2838042,08/10/2010,08/10/2010 - STATE PRIMARY,P
2838042,11/02/2010,11/02/2010 - STATE GENERAL,P
2838042,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 761 - OWATONNA,P
2838042,08/14/2012,08/14/2012 - STATE PRIMARY,P
2838042,11/06/2012,11/06/2012 - STATE GENERAL,P
2838042,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 761 - OWATONNA,P
2838042,11/04/2014,11/04/2014 - STATE GENERAL,P
2838042,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 761 - OWATONNA,P
2838042,08/09/2016,08/09/2016 - STATE PRIMARY,P
2838042,11/08/2016,11/08/2016 - STATE GENERAL,P
3837023,11/02/2004,11/02/2004 - STATE GENERAL,P
3837023,11/04/2008,11/04/2008 - STATE GENERAL,P
3837023,11/02/2010,11/02/2010 - STATE GENERAL,P
3837023,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
3837023,08/14/2012,08/14/2012 - STATE PRIMARY,P
3837023,11/06/2012,11/06/2012 - STATE GENERAL,P
3837023,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 492 - AUSTIN,P
3837023,11/04/2014,11/04/2014 - STATE GENERAL,P
3837023,11/08/2016,11/08/2016 - STATE GENERAL,P
3383147,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
3383147,11/02/2004,11/02/2004 - STATE GENERAL,P
3383147,11/07/2006,11/07/2006 - STATE GENERAL,P
3383147,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
3383147,11/04/2008,11/04/2008 - STATE GENERAL,P
3383147,11/02/2010,11/02/2010 - STATE GENERAL,P
3383147,11/06/2012,11/06/2012 - STATE GENERAL,P
3383147,12/17/2012,12/17/2012 - SD SPEC ELECT ISD 173 - MOUNTAIN LAKE,P
3383147,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
3383147,11/04/2014,11/04/2014 - STATE GENERAL,P
3383147,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
3383147,11/08/2016,11/08/2016 - STATE GENERAL,P
2496983,09/12/2000,STATE PRIMARY ELECTION,P
2496983,11/07/2000,STATE GENERAL,P
2496983,09/15/1998,STATE PRIMARY ELECTION,P
2496983,11/03/1998,STATE GENERAL,P
2496983,11/04/1997,SCHOOL BOARD ELECTION,P
2496983,09/10/1996,STATE PRIMARY ELECTION,P
2496983,11/05/1996,STATE GENERAL,P
2496983,11/05/1996,SCHOOL BOARD ELECTION,P
2496983,09/13/1994,STATE PRIMARY ELECTION,P
2496983,11/08/1994,STATE GENERAL,P
2496983,11/08/1994,SCHOOL BOARD ELECTION,P
2496983,11/06/2001,11/06/2001 SCHOOL BRD & REF ELECTION,P
2496983,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2496983,11/02/2004,11/02/2004 - STATE GENERAL,P
2496983,09/10/2002,09-10-02  STATE PRIMARY,P
2496983,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 2184 - LUVERNE,P
2496983,11/07/2006,11/07/2006 - STATE GENERAL,P
2496983,11/04/2008,11/04/2008 - STATE GENERAL,P
2496983,08/10/2010,08/10/2010 - STATE PRIMARY,P
2496983,11/02/2010,11/02/2010 - STATE GENERAL,P
2496983,11/06/2012,11/06/2012 - STATE GENERAL,A
2496983,11/04/2014,11/04/2014 - STATE GENERAL,P
2496983,08/09/2016,08/09/2016 - STATE PRIMARY,P
2496983,11/08/2016,11/08/2016 - STATE GENERAL,P
3384175,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
3384175,11/02/2004,11/02/2004 - STATE GENERAL,P
3384175,11/07/2006,11/07/2006 - STATE GENERAL,P
3384175,11/04/2008,11/04/2008 - STATE GENERAL,P
3384175,11/02/2010,11/02/2010 - STATE GENERAL,P
3384175,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
3384175,11/06/2012,11/06/2012 - STATE GENERAL,P
3384175,11/04/2014,11/04/2014 - STATE GENERAL,P
3384175,05/05/2015,05/05/2015 - SD SPEC ELECT ISD 721 - NEW PRAGUE AREA,P
3384175,11/08/2016,11/08/2016 - STATE GENERAL,P
3384175,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 721 - NEW PRAGUE AREA,P
3839475,11/02/2004,11/02/2004 - STATE GENERAL,P
3839475,11/07/2006,11/07/2006 - STATE GENERAL,P
3839475,11/04/2008,11/04/2008 - STATE GENERAL,P
3839475,11/02/2010,11/02/2010 - STATE GENERAL,P
3839475,11/06/2012,11/06/2012 - STATE GENERAL,P
3839475,12/19/2012,12/19/2012 - SD SPEC ELECT ISD 239 - RUSHFORD-PETERSON,P
3839475,11/04/2014,11/04/2014 - STATE GENERAL,P
3839475,11/08/2016,11/08/2016 - STATE GENERAL,P
3646963,11/02/2004,11/02/2004 - STATE GENERAL,P
3646963,09/12/2006,09/12/2006 - STATE PRIMARY,P
3646963,11/07/2006,11/07/2006 - STATE GENERAL,P
3646963,09/09/2008,09/09/2008 - STATE PRIMARY,P
3646963,11/04/2008,11/04/2008 - STATE GENERAL,P
3646963,11/02/2010,11/02/2010 - STATE GENERAL,P
3646963,11/06/2012,11/06/2012 - STATE GENERAL,P
3646963,05/20/2014,05/20/2014 - SD SPEC ELECT ISD 204 - KASSON-MANTORVILLE,P
3646963,11/08/2016,11/08/2016 - STATE GENERAL,P
2497021,11/03/1998,STATE GENERAL,P
2497021,11/05/1996,STATE GENERAL,P
2497021,11/05/1996,SCHOOL BOARD ELECTION,P
2497021,11/08/1994,STATE GENERAL,P
2497021,11/02/1993,SCHOOL BOARD ELECTION,P
2497021,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2497021,11/02/2004,11/02/2004 - STATE GENERAL,P
2497021,09/10/2002,09-10-02  STATE PRIMARY,P
2497021,11/07/2006,11/07/2006 - STATE GENERAL,P
2497021,11/04/2008,11/04/2008 - STATE GENERAL,P
2497021,11/02/2010,11/02/2010 - STATE GENERAL,P
2497021,11/06/2012,11/06/2012 - STATE GENERAL,P
2497021,11/08/2016,11/08/2016 - STATE GENERAL,P
3985547,11/02/2004,11/02/2004 - STATE GENERAL,P
3985547,11/04/2008,11/04/2008 - STATE GENERAL,P
3985547,11/06/2012,11/06/2012 - STATE GENERAL,P
3985547,11/08/2016,11/08/2016 - STATE GENERAL,P
3649540,11/02/2004,11/02/2004 - STATE GENERAL,P
3649540,11/07/2006,11/07/2006 - STATE GENERAL,P
3649540,11/04/2008,11/04/2008 - STATE GENERAL,P
3649540,08/10/2010,08/10/2010 - STATE PRIMARY,P
3649540,11/06/2012,11/06/2012 - STATE GENERAL,P
3649540,11/08/2016,11/08/2016 - STATE GENERAL,P
3841562,11/02/2004,11/02/2004 - STATE GENERAL,P
3841562,11/04/2008,11/04/2008 - STATE GENERAL,P
3841562,11/06/2012,11/06/2012 - STATE GENERAL,P
3841562,11/04/2014,11/04/2014 - STATE GENERAL,P
3991615,11/02/2004,11/02/2004 - STATE GENERAL,P
3991615,11/04/2014,11/04/2014 - STATE GENERAL,P
3991615,11/08/2016,11/08/2016 - STATE GENERAL,P
3652578,11/07/2006,11/07/2006 - STATE GENERAL,P
3652578,11/02/2004,11/02/2004 - STATE GENERAL,P
3652578,11/04/2008,11/04/2008 - STATE GENERAL,P
3652578,11/02/2010,11/02/2010 - STATE GENERAL,P
3652578,11/06/2012,11/06/2012 - STATE GENERAL,P
3652578,11/04/2014,11/04/2014 - STATE GENERAL,P
3652578,11/08/2016,11/08/2016 - STATE GENERAL,P
3995257,11/02/2004,11/02/2004 - STATE GENERAL,P
3995257,11/04/2008,11/04/2008 - STATE GENERAL,P
3995257,11/02/2010,11/02/2010 - STATE GENERAL,P
3995257,11/06/2012,11/06/2012 - STATE GENERAL,P
3995257,11/04/2014,11/04/2014 - STATE GENERAL,P
3995257,11/08/2016,11/08/2016 - STATE GENERAL,P
3394289,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
3394289,11/02/2004,11/02/2004 - STATE GENERAL,P
3394289,09/12/2006,09/12/2006 - STATE PRIMARY,P
3394289,11/07/2006,11/07/2006 - STATE GENERAL,P
3394289,09/09/2008,09/09/2008 - STATE PRIMARY,P
3394289,11/04/2008,11/04/2008 - STATE GENERAL,P
3394289,08/10/2010,08/10/2010 - STATE PRIMARY,P
3394289,11/02/2010,11/02/2010 - STATE GENERAL,P
3394289,08/14/2012,08/14/2012 - STATE PRIMARY,P
3394289,11/06/2012,11/06/2012 - STATE GENERAL,P
3394289,11/04/2014,11/04/2014 - STATE GENERAL,P
3394289,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
3394289,11/08/2016,11/08/2016 - STATE GENERAL,P
3394289,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
4005135,11/02/2004,11/02/2004 - STATE GENERAL,P
4005135,11/07/2006,11/07/2006 - STATE GENERAL,P
4005135,11/04/2008,11/04/2008 - STATE GENERAL,P
4005135,11/06/2012,11/06/2012 - STATE GENERAL,P
4005135,11/08/2016,11/08/2016 - STATE GENERAL,P
4099736,11/07/2006,11/07/2006 - STATE GENERAL,P
4099736,11/04/2008,11/04/2008 - STATE GENERAL,P
4099736,11/06/2012,11/06/2012 - STATE GENERAL,P
4099736,11/08/2016,11/08/2016 - STATE GENERAL,P
4011643,11/02/2004,11/02/2004 - STATE GENERAL,A
4011643,11/06/2012,11/06/2012 - STATE GENERAL,P
4011643,11/08/2016,11/08/2016 - STATE GENERAL,P
2839252,11/02/2004,11/02/2004 - STATE GENERAL,P
2839252,11/07/2006,11/07/2006 - STATE GENERAL,P
2839252,05/21/2008,05/21/2008 - SD SPEC ELECT ISD 761 - OWATONNA,P
2839252,11/04/2008,11/04/2008 - STATE GENERAL,P
2839252,11/02/2010,11/02/2010 - STATE GENERAL,P
2839252,11/06/2012,11/06/2012 - STATE GENERAL,P
2839252,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 761 - OWATONNA,P
2839252,11/04/2014,11/04/2014 - STATE GENERAL,P
2839252,11/08/2016,11/08/2016 - STATE GENERAL,P
4018498,11/02/2004,11/02/2004 - STATE GENERAL,P
4018498,11/06/2012,11/06/2012 - STATE GENERAL,P
4018498,11/08/2016,11/08/2016 - STATE GENERAL,P
4024362,11/02/2004,11/02/2004 - STATE GENERAL,P
4024362,11/04/2008,11/04/2008 - STATE GENERAL,P
4024362,11/06/2012,11/06/2012 - STATE GENERAL,P
4024362,11/04/2014,11/04/2014 - STATE GENERAL,P
4024362,03/10/2015,03/10/2015 - SD SPEC ELECT ISD 508 - ST PETER,P
4024362,11/08/2016,11/08/2016 - STATE GENERAL,P
4024938,11/02/2004,11/02/2004 - STATE GENERAL,P
4024938,11/07/2006,11/07/2006 - STATE GENERAL,P
4024938,11/04/2008,11/04/2008 - STATE GENERAL,P
4024938,11/06/2012,11/06/2012 - STATE GENERAL,P
4024938,11/08/2016,11/08/2016 - STATE GENERAL,A
4024938,03/13/2018,03/13/2018 - TOWNSHIP ELECTION,P
2839776,11/02/2004,11/02/2004 - STATE GENERAL,P
2839776,11/07/2000,STATE GENERAL,P
2839776,11/05/1996,STATE GENERAL,P
2839776,11/07/2006,11/07/2006 - STATE GENERAL,P
2839776,11/04/2008,11/04/2008 - STATE GENERAL,P
2839776,11/02/2010,11/02/2010 - STATE GENERAL,P
2839776,03/08/2011,03/08/2011 - TOWNSHIP ELECTION,P
2839776,11/06/2012,11/06/2012 - STATE GENERAL,P
2839776,11/08/2016,11/08/2016 - STATE GENERAL,P
3856030,11/02/2004,11/02/2004 - STATE GENERAL,P
3856030,11/04/2008,11/04/2008 - STATE GENERAL,P
3856030,11/02/2010,11/02/2010 - STATE GENERAL,P
3856030,11/06/2012,11/06/2012 - STATE GENERAL,P
3856030,11/04/2014,11/04/2014 - STATE GENERAL,P
3856030,11/08/2016,11/08/2016 - STATE GENERAL,P
4033462,11/02/2004,11/02/2004 - STATE GENERAL,P
4033462,11/07/2006,11/07/2006 - STATE GENERAL,P
4033462,11/04/2008,11/04/2008 - STATE GENERAL,P
4033462,11/02/2010,11/02/2010 - STATE GENERAL,P
4033462,11/06/2012,11/06/2012 - STATE GENERAL,P
4033462,11/04/2014,11/04/2014 - STATE GENERAL,P
4033462,02/03/2015,02/03/2015 - SD SPEC ELECT ISD 840 - ST JAMES,P
4033462,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 840 - ST JAMES,P
4033462,11/08/2016,11/08/2016 - STATE GENERAL,P
4268939,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 241 - ALBERT LEA,P
4268939,11/04/2008,11/04/2008 - STATE GENERAL,P
4268939,11/06/2012,11/06/2012 - STATE GENERAL,P
4268939,11/08/2016,11/08/2016 - STATE GENERAL,P
4269737,11/04/2008,11/04/2008 - STATE GENERAL,P
4269737,08/10/2010,08/10/2010 - STATE PRIMARY,P
4269737,11/06/2012,11/06/2012 - STATE GENERAL,A
4269737,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 535 - ROCHESTER,P
4269737,11/08/2016,11/08/2016 - STATE GENERAL,P
3856529,11/02/2004,11/02/2004 - STATE GENERAL,P
3856529,12/12/2005,12/12/2005 - SD SPEC ELECT ISD 2134 - UNITED SOUTH CENTRAL,P
3856529,11/07/2006,11/07/2006 - STATE GENERAL,P
3856529,11/04/2008,11/04/2008 - STATE GENERAL,P
3856529,11/02/2010,11/02/2010 - STATE GENERAL,P
3856529,11/06/2012,11/06/2012 - STATE GENERAL,P
3856529,11/08/2016,11/08/2016 - STATE GENERAL,A
4035810,11/02/2004,11/02/2004 - STATE GENERAL,P
3856930,11/02/2004,11/02/2004 - STATE GENERAL,P
3856930,11/07/2006,11/07/2006 - STATE GENERAL,P
3856930,11/04/2008,11/04/2008 - STATE GENERAL,P
3856930,08/10/2010,08/10/2010 - STATE PRIMARY,P
3856930,11/02/2010,11/02/2010 - STATE GENERAL,P
3856930,11/06/2012,11/06/2012 - STATE GENERAL,P
3856930,11/04/2014,11/04/2014 - STATE GENERAL,P
3856930,04/14/2015,04/14/2015 - SD SPEC ELECT ISD 2886 - GLENVILLE-EMMONS,P
3856930,11/08/2016,11/08/2016 - STATE GENERAL,P
3857615,11/02/2004,11/02/2004 - STATE GENERAL,P
3857615,11/04/2008,11/04/2008 - STATE GENERAL,P
3857615,11/02/2010,11/02/2010 - STATE GENERAL,P
3857615,11/06/2012,11/06/2012 - STATE GENERAL,P
3857615,11/04/2014,11/04/2014 - STATE GENERAL,P
3857615,11/08/2016,11/08/2016 - STATE GENERAL,P
3857615,05/08/2018,05/08/2018 - SD SPEC ELECT ISD 241 - ALBERT LEA,P
3857793,11/02/2004,11/02/2004 - STATE GENERAL,P
3857793,11/07/2006,11/07/2006 - STATE GENERAL,P
3857793,11/04/2008,11/04/2008 - STATE GENERAL,P
3857793,08/10/2010,08/10/2010 - STATE PRIMARY,P
3857793,11/02/2010,11/02/2010 - STATE GENERAL,P
3857793,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 2536 - GRANADA HUNTLEY-EAST CHAIN,P
3857793,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 2752 - FAIRMONT AREA SCHOOLS,P
3857793,11/06/2012,11/06/2012 - STATE GENERAL,P
3857793,11/04/2014,11/04/2014 - STATE GENERAL,P
3857793,11/08/2016,11/08/2016 - STATE GENERAL,P
4041946,11/02/2004,11/02/2004 - STATE GENERAL,P
4041946,11/04/2008,11/04/2008 - STATE GENERAL,P
4041946,11/06/2012,11/06/2012 - STATE GENERAL,P
4041946,11/08/2016,11/08/2016 - STATE GENERAL,P
3861753,11/02/2004,11/02/2004 - STATE GENERAL,P
3861753,11/06/2012,11/06/2012 - STATE GENERAL,P
3861753,05/24/2016,05/24/2016 - SD SPEC ELECT ISD 2905 - TRI-CITY UNITED,P
3861753,11/08/2016,11/08/2016 - STATE GENERAL,P
3861753,02/13/2018,02/13/2018 - SD SPEC ELECT ISD 2905 - TRI-CITY UNITED,P
4131350,11/07/2006,11/07/2006 - STATE GENERAL,P
4131350,11/04/2008,11/04/2008 - STATE GENERAL,P
4131350,11/02/2010,11/02/2010 - STATE GENERAL,P
4131350,11/06/2012,11/06/2012 - STATE GENERAL,P
4131350,11/04/2014,11/04/2014 - STATE GENERAL,P
4131350,11/08/2016,11/08/2016 - STATE GENERAL,P
3864423,11/02/2004,11/02/2004 - STATE GENERAL,P
3864423,11/04/2014,11/04/2014 - STATE GENERAL,P
4061135,05/10/2005,05/10/2005 - SD SPEC ELECT ISD 255 - PINE ISLAND,P
4061135,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
4061135,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
4061135,11/06/2012,11/06/2012 - STATE GENERAL,P
4061135,05/13/2014,05/13/2014 - SD SPEC ELECT ISD 255 - PINE ISLAND,P
2498796,09/12/2000,STATE PRIMARY ELECTION,P
2498796,11/07/2000,STATE GENERAL,P
2498796,09/13/1994,STATE PRIMARY ELECTION,P
2498796,11/08/1994,STATE GENERAL,P
2498796,11/08/1994,SCHOOL BOARD ELECTION,P
2498796,11/02/1993,SCHOOL BOARD ELECTION,P
2498796,09/14/2004,09/14/2004 - STATE PRIMARY,P
2498796,11/06/2001,11/06/2001 SCHOOL BRD & REF ELECTION,P
2498796,11/05/2002,11-05-02 STATE GENERAL ELECTION,A
2498796,09/10/2002,09-10-02  STATE PRIMARY,P
2498796,11/02/2004,11/02/2004 - STATE GENERAL,P
2498796,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 2184 - LUVERNE,P
2498796,11/07/2006,11/07/2006 - STATE GENERAL,P
2498796,11/04/2008,11/04/2008 - STATE GENERAL,P
2498796,08/10/2010,08/10/2010 - STATE PRIMARY,P
2498796,11/02/2010,11/02/2010 - STATE GENERAL,P
2498796,11/06/2012,11/06/2012 - STATE GENERAL,P
2498796,11/04/2014,11/04/2014 - STATE GENERAL,P
2498796,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 2184 - LUVERNE,P
2498796,08/09/2016,08/09/2016 - STATE PRIMARY,A
2498796,11/08/2016,11/08/2016 - STATE GENERAL,P
4066928,09/12/2006,09/12/2006 - STATE PRIMARY,P
4066928,11/07/2006,11/07/2006 - STATE GENERAL,P
4066928,11/04/2008,11/04/2008 - STATE GENERAL,P
4066928,11/02/2010,11/02/2010 - STATE GENERAL,P
4066928,11/06/2012,11/06/2012 - STATE GENERAL,P
4066928,11/04/2014,11/04/2014 - STATE GENERAL,P
4066928,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 840 - ST JAMES,P
4066928,11/08/2016,11/08/2016 - STATE GENERAL,P
4066928,02/12/2018,02/12/2018 - SPEC ELECT LEG DIST 23B,P
4069843,11/07/2006,11/07/2006 - STATE GENERAL,P
4069843,11/04/2008,11/04/2008 - STATE GENERAL,P
4069843,11/02/2010,11/02/2010 - STATE GENERAL,P
4069843,11/06/2012,11/06/2012 - STATE GENERAL,P
4069843,08/12/2014,08/12/2014 - STATE PRIMARY,P
4069843,11/04/2014,11/04/2014 - STATE GENERAL,P
4069843,11/08/2016,11/08/2016 - STATE GENERAL,A
4069843,03/13/2018,03/13/2018 - TOWNSHIP ELECTION,P
4291845,05/21/2008,05/21/2008 - SD SPEC ELECT ISD 761 - OWATONNA,P
4291845,11/04/2008,11/04/2008 - STATE GENERAL,A
4291845,01/26/2010,01/26/2010 - SPEC ELECT SEN DIST 26,A
4291845,11/02/2010,11/02/2010 - STATE GENERAL,P
4291845,11/06/2012,11/06/2012 - STATE GENERAL,A
4291845,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 761 - OWATONNA,P
4291845,11/04/2014,11/04/2014 - STATE GENERAL,P
4291845,05/24/2016,05/24/2016 - SD SPEC ELECT ISD 2905 - TRI-CITY UNITED,P
4291845,11/08/2016,11/08/2016 - STATE GENERAL,P
2841705,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2841705,11/07/2000,STATE GENERAL,P
2841705,11/03/1998,STATE GENERAL,P
2841705,11/04/1997,MUNICIPAL GENERAL,P
2841705,11/02/2004,11/02/2004 - STATE GENERAL,P
2841705,11/04/2003,11/04/2003 GENERAL ELECTION,P
2841705,11/08/2005,11/08/2005 - MUNICIPAL GENERAL,P
